name,gs_email,as_chair,as_pc,as_author,papers
"Estivill-Castro, Vladimir",@griffith.edu.au,0,1,0,
"Estrada, Giovani",@helmholtz-muenchen.de,0,0,1,CCGrid_17_001
"Estrada, Trilce",@cs.unm.edu,0,4,1,Cluster_17_060
"Estrada, Zachary J.",@rose-hulman.edu,0,0,1,VEE_17_012
"Etigowni, Sriharsha",@rutgers.edu,0,0,1,CCS_17_068
"Etsion, Yoav",@ee.technion.ac.il,0,1,2,"EuroSys_17_021,ISCA_17_035"
"Eugster, Patrick",@usi.ch,0,1,2,"EuroSys_17_025,SOCC_17_035"
"Eum, Junho",,0,0,1,ICPP_17_021
"Eun, Yum",,0,0,1,ISCA_17_051
"Evangelidis, Alexandros",,0,0,1,CCGrid_17_039
"Evani, Uday",@nygenome.org,0,0,1,SIGMOD_17_087
"Evans, David",@cs.virginia.edu,1,2,0,
"Evensen, Kristian",@simula.no,0,0,1,MobiCom_17_005
"Evfimievski, Alexandre V.",,0,0,1,CIDR_17_025
"Evrard, Hugues",,0,0,1,OOPSLA_17_009
"Ewart, Timothée",@epfl.ch,0,0,1,ISC_17_010
"Eyal, Ittay",@technion.ac.il,0,4,0,
"Eyerman, Stijn",@intel.com,0,0,2,"HPCA_17_029,ISPASS_17_016"
"Eyers, David",@cs.otago.ac.nz,0,1,2,"ATC_17_022,SOCC_17_030"
"Eyraud-Dubois, Lionel",,0,1,1,IPDPS_17_076
"Fabbri, Daniel",@vanderbilt.edu,0,0,1,Cluster_17_040
"Fabrikant, Alex",@google.com,0,1,0,
"Fachkha, Claude",@ud.ac.ae,0,0,1,NDSS_17_058
"Fahl, Sascha",@sec.uni-hannover.de,0,1,5,"SP_17_010,SP_17_047,CCS_17_066,CCS_17_088,CCS_17_135"
"Fahmy, Sonia",,0,0,1,HotCloud_17_011
"Fahmy, Suhaib A.",@warwick.ac.uk,0,0,1,ISC_17_022
"Fahringer, Thomas",@dps.uibk.ac.at,0,3,0,
"Fain, Brandon",,0,0,1,SIGMOD_17_057
"Faizian, Peyman",@cs.fsu.edu,0,0,1,SC_17_046
"Falcao, Gabriel",@deec.uc.pt,0,0,1,MICRO_17_017
"Faldu, Priyank",@ed.ac.uk,0,0,1,PACT_17_012
"Faleiro, Jose M.",@yale.edu,0,0,2,"CIDR_17_021,OOPSLA_17_024"
"Faloutsos, Christos",@cs.cmu.edu,0,0,2,"ICDM_17_015,KDD_17_023"
"Falsafi, Babak",@epfl.ch,0,3,2,"ISCA_17_049,PACT_17_021"
"Faltings, Boi",@epfl.ch,0,1,0,
"Fan, Hua",@uwaterloo.ca,0,0,1,SOCC_17_041
"Fan, Ju",@ruc.edu.cn,0,0,2,"SIGMOD_17_034,SIGMOD_17_075"
"Fan, Liyue",@albany.edu,0,1,0,
"Fan, Songchun",@cs.duke.edu,0,0,1,HPCA_17_031
"Fan, Wenfei",@inf.ed.ac.uk,0,1,3,"SIGMOD_17_024,SIGMOD_17_026,PODS_17_022"
"Fan, Xiaopeng",,0,0,1,ICPP_17_042
"Fan, Yuping",@hawk.iit.edu,0,0,1,Cluster_17_055
"Fang, Aiman",@cs.uchicago.edu,0,0,1,ICPP_17_059
"Fang, Bo",@ece.ubc.ca,0,0,1,HPDC_17_010
"Fang, Chen",@adobe.com,0,0,1,ICDM_17_046
"Fang, Dingyi",,0,0,3,"NDSS_17_018,MobiCom_17_021,MobiCom_17_022"
"Fang, Huang",,0,0,1,ICDM_17_071
"Fang, Jiarui",@mails.tsinghua.edu.cn,0,0,1,IPDPS_17_061
"Fang, Junhua",,0,0,1,HPDC_17_002
"Fang, Qianqian",,0,0,1,IISWC_17_026
"Fang, Yi",,0,1,1,SIGIR_17_008
"Fang, Yuan",@i2r.a-star.edu.sg,0,1,0,
"Fang, Yuanwei",@uchicago.edu,0,0,1,MICRO_17_002
"Fang, Zhenman",@cs.ucla.edu,0,1,1,HPCA_17_004
"Fang, Zhou",,0,0,1,CLOUD_17_022
"Fanizzi, Nicola",@uniba.it,0,1,0,
"Fanti, Giulia",@illinois.edu,0,1,1,SIGMETRICS_17_018
"Faraboschi, Paolo",@faraboschi.com,0,2,1,HotOS_17_023
"Farach-Colton, Martin",@cs.rutgers.edu,0,2,2,"FAST_17_004,PODS_17_025"
"Faragardi, Hamid Reza",@mdh.se,0,0,1,HPCC_17_077
"Farhan, Mohammed Al",,0,0,1,EuroPar_17_026
"Farias, Giovanni",@lsd.ufcg.edu.br,0,0,1,CCGrid_17_023
"Farinholt, Brown",,0,0,1,SP_17_052
"Farooqi, Muhammad Nufail",,0,0,1,EuroPar_17_010
"Farooqi, Shehroze",@uiowa.edu,0,0,2,"IMC_17_021,ICDM_17_068"
"Farooqui, Naila",@cc.gatech.edu,0,1,0,
"Farseev, Aleksandr",@u.nus.edu,0,0,1,SIGIR_17_020
"Farzan, Azadeh",@cs.toronto.edu,0,0,1,PLDI_17_042
"Fassetti, Fabio",@dimes.unical.it,0,1,0,
"Fathy, Hosam",@psu.edu,0,0,1,IISWC_17_002
"Faturu, Panagiota",@csd.uoc.gr,0,1,0,
"Faverge, Mathieu",@inria.fr,0,0,1,IPDPS_17_066
"Fawaz, Kassem",@wisc.edu,0,0,1,MobiCom_17_026
"Fayaz, Seyed K.",@cmu.edu,0,0,1,NDSS_17_007
"Fazzini, Mattia",@cc.gatech.edu,0,0,1,CCS_17_024
"Feamster, Nick",@cs.princeton.edu,0,0,3,"NDSS_17_047,SP_17_004,SP_17_011"
"Fedorova, Alexandra",@ece.ubc.ca,1,0,0,
"Fedyukovich, Grigory",@cs.washington.edu,0,0,1,PLDI_17_024
"Feelders, Ad",@uu.nl,0,1,0,
"Feigenbaum, Joan",@yale.edu,0,0,1,NDSS_17_048
"Feild, Henry",@endicott.edu,0,1,0,
"Feitelson, Dror",@cs.huji.ac.il,0,1,0,
"Fekete, Alan",@sydney.edu.au,0,2,0,
"Feki, Saber",@kaust.edu.sa,0,1,0,
"Felber, Pascal",@unine.ch,0,3,4,"EuroSys_17_016,CCGrid_17_065,SYSTOR_17_011,IPDPS_17_089"
"Feld, Dustin",,0,0,1,Cluster_17_056
"Feldkord, Björn",,0,0,1,SPAA_17_019
"Feldman, Ariel",@cs.uchicago.edu,0,0,1,ISCA_17_028
"Feldman, Matthew",,0,0,2,"ISCA_17_030,ISCA_17_043"
"Feldmann, Anja",@net.t-labs.tu-berlin.de,0,3,3,"SIGCOMM_17_031,IMC_17_001,IMC_17_006"
"Felt, Adrienne Porter",@google.com,0,0,1,CCS_17_088
"Feng, Dan",MISSING,0,1,3,"ICPP_17_024,ICPP_17_025,HPCC_17_072"
"Feng, Fuli",@comp.nus.edu.sg,0,0,1,SIGIR_17_046
"Feng, Huan",,0,0,1,MobiCom_17_026
"Feng, Kang",,0,0,1,HPCC_17_021
"Feng, Mingdong",,0,0,1,CoNEXT_17_010
"Feng, Minwei",@us.ibm.com,0,0,1,ICPP_17_002
"Feng, Qian",@syr.edu,0,0,1,CCS_17_023
"Feng, Weiming",@ntu.edu.tw,0,0,1,PODC_17_012
"Feng, Wu",@vt.edu,1,2,8,"IPDPS_17_007,IPDPS_17_057,IPDPS_17_060,IPDPS_17_096,IISWC_17_004,IISWC_17_017,HPCC_17_002,HPCC_17_029"
"Feng, Xizhou",@clemson.edu,0,0,2,"ICPP_17_060,Cluster_17_057"
"Feng, Yu",@cs.utexas.edu,0,0,3,"NDSS_17_020,CCS_17_054,PLDI_17_012"
"Feng, Yun",,0,0,1,IMC_17_004
"Fenske, Ellis",,0,0,1,CCS_17_141
"Ferdman, Michael",@cs.stonybrook.edu,0,3,1,ISCA_17_041
"Fern, Alan",@eecs.oregonstate.edu,0,0,1,SIGMOD_17_005
"Fernandes, Earlence",@umich.edu,0,0,1,NDSS_17_056
"Fernandes, Fernando",,0,0,1,HPCA_17_044
"Fernandes, João Paulo",@dei.uc.pt,0,0,1,SLE_17_017
"Fernandez, Javier",,0,1,0,
"Fernandez, José",,0,0,1,CCS_17_072
"Fernandez, Juan Carlos",,0,0,1,CCGrid_17_003
"Fernandez, Raul Castro",,0,0,1,CIDR_17_005
"Fernando, Isuru",,0,0,1,ICPP_17_052
"Fernando, Milinda",@cs.utah.edu,0,0,2,"HPDC_17_019,ICPP_17_052"
"Ferracioli, Fabrício",MISSING,0,0,1,OOPSLA_17_050
"Ferraiuolo, Andrew",@cornell.edu,0,0,2,"ASPLOS_17_038,SOSP_17_018"
"Ferrari, Elena",@uninsubria.it,0,1,0,
"Ferreira, Joao Eduardo",@ime.usp.br,0,1,0,
"Ferreira, Jose Bravo",,0,0,1,EuroPar_17_040
"Ferreira, Kurt",@sandia.gov,0,2,1,Cluster_17_064
"Ferreira, Paulo",@inesc-id.pt,0,2,1,Middleware_17_012
"Ferreira, Ronaldo A.",@facom.ufms.br,0,0,1,SIGCOMM_17_005
"Ferrerón, Alexandra",,0,0,1,ISPASS_17_024
"Ferro, Nicola",@dei.unipd.it,0,1,0,
"Fetzer, Christof",@tu-dresden.de,0,2,6,"EuroSys_17_016,IPDPS_17_089,ATC_17_022,ATC_17_050,Middleware_17_003,Middleware_17_015"
"Fey, Dietmar",,0,0,1,ISC_17_016
"Fierro, Gabriel",,0,0,1,CIDR_17_006
"Figueira, Diego",@labri.fr,0,1,0,
"Figueiredo, Daniel",@land.ufrj.br,0,1,0,
"Figueiredo, Renato",@acis.ufl.edu,0,1,1,CLOUD_17_002
"Filchenkov, Andrey",@niuitmo.ru,0,0,1,SIGIR_17_020
"Fineman, Jeremy",MISSING,0,1,0,
"Fingerhut, Andy",,0,0,1,SIGCOMM_17_033
"Fingler, Henrique",,0,0,2,"SIGCOMM_17_013,SOSP_17_028"
"Fink, Stephen",@us.ibm.com,0,1,0,
"Finkbeiner, Bernd",@cs.uni-saarland.de,0,0,1,CCS_17_040
"Finkel, Hal",,0,1,0,
"Finkelstein, Shel",,0,1,2,"EuroSys_17_029,HotStorage_17_008"
"Finocchi, Irene",@di.uniroma1.it,0,1,0,
"Finocci, Irene",@di.uniroma1.it,0,1,0,
"Fiorese, Adriano",@joinville.udesc.br,0,0,1,CCGrid_17_063
"Fiorin, Leandro",@nl.ibm.com,0,0,1,ICPP_17_004
"Firestone, Daniel",@dmfcomputing.com,0,0,1,NSDI_17_018
"Firmani, Donatella",@uniroma3.it,0,0,1,KDD_17_062
"Firoozshahian, Amin",@hicampsystems.com,0,0,1,SIGCOMM_17_015
"Fisch, Ben",,0,0,1,CCS_17_047
"Fischer, Bernd",@cs.sun.ac.za,0,1,0,
"Fischer, Felix",@aisec.fraunhofer.de,0,0,1,SP_17_047
"Fischer, Michael J.",@cs.yale.edu,0,0,1,SP_17_037
"Fischer, Orr",,0,0,1,PODC_17_011
"Fischer, Paul",@mcs.anl.gov,0,0,1,SC_17_057
"Fischer, Peter",@informatik.uni-freiburg.de,0,1,0,
"Fischmeister, Sebastian",,0,0,2,"ICPE_17_004,MASCOTS_17_012"
"Flach, Peter",@bristol.ac.uk,0,1,0,
"Flammini, Michele",@univaq.it,0,1,0,
"Flanagan, Cormac",@ucsc.edu,0,0,1,PLDI_17_007
"Flatt, Matthew",@cs.utah.edu,0,0,1,SLE_17_005
"Flegar, Goran",@uji.es,0,0,2,"ICPP_17_010,EuroPar_17_011"
"Fletcher, Christopher W.",@mit.edu,0,3,1,NDSS_17_053
"Fletcher, George H. L.",@tue.nl,0,0,1,SIGMOD_17_037
"Flick, Patrick",@gatech.edu,0,0,1,IPDPS_17_002
"Flinn, Jason",@umich.edu,0,2,1,FAST_17_006
"Flocchini, Paola",@eecs.uottawa.ca,0,2,0,
"Floratou, Avrilia",@microsoft.com,0,2,1,SOCC_17_009
"Flores, Marcel",,0,0,1,CoNEXT_17_007
"Flores-Peñaloza, David",@ciencias.unam.mx,0,0,1,IPDPS_17_049
"Flouri, Tomas",,0,0,1,HPCC_17_011
"Flueratoru, Laura",,0,0,1,ATC_17_012
"Flynn, Cheryl",,0,0,1,CCS_17_087
"Folliot, Bertil",,0,1,0,
"Fong, Liana",@us.ibm.com,0,1,1,HPDC_17_007
"Fonseca, Pedro",,0,0,1,EuroSys_17_007
"Fonseca, Rodrigo",@cs.brown.edu,0,1,1,Middleware_17_020
"Fontaine, Matthew",MISSING,0,0,1,HPCC_17_074
"Fontoura, Marcus",@microsoft.com,0,1,1,SOSP_17_010
"Fontugne, Romain",@iij.ad.jp,0,0,1,IMC_17_002
"Fook, Alessandro",,0,0,1,CCGrid_17_023
"Ford, Bryan",@epfl.ch,1,0,2,"SP_17_037,SOSP_17_025"
"Forencich, Alex",,0,0,1,SIGCOMM_17_014
"Forget, Alain",@scs.carleton.ca,0,0,1,CCS_17_019
"Formby, David",@gatech.edu,0,0,1,SIGMETRICS_17_025
"Forsell, Martti",,0,1,0,
"Forte, Domenic J.",@ece.ufl.edu,0,1,1,CCS_17_096
"Fortes, Jose",@ufl.edu,0,1,1,ICAC_17_005
"Foster, Ian",@uchicago.edu,0,3,2,"HPDC_17_014,HPDC_17_016"
"Foster, Jeffrey S.",@cs.umd.edu,0,1,0,
"Foster, Nate",@cs.cornell.edu,0,3,1,SOSP_17_008
"Fotouhi, Hossein",@mdh.se,0,0,1,HPCC_17_077
"Foukas, Xenofon",,0,0,1,MobiCom_17_010
"Fouladi, Sadjad",,0,0,1,NSDI_17_021
"Fouque, Pierre-Alain",@ens.fr,0,0,1,CCS_17_115
"Fourneau, Jean-Michel",@uvsq.fr,0,1,0,
"Fournet, Cédric",@microsoft.com,0,1,1,SP_17_023
"Fournier, Yvan",,0,0,1,SC_17_060
"Fourtounis, George",,0,0,1,OOPSLA_17_025
"Fowze, Farhaan",@ufl.edu,0,0,1,CCS_17_139
"Fox, Geoffrey C.",@indiana.edu,2,0,0,
"Fox, Ian",,0,0,1,KDD_17_053
"Fox, Tyler",@brown.edu,0,0,1,Cluster_17_033
"Foyer, Clément",@inria.fr,0,0,1,EuroPar_17_033
"Fr?Ning, Holger",,0,1,0,
"Fragouli, Christina",@ucla.edu,0,1,0,
"Fraigniaud, Pierre",@liafa.univ-paris-diderot.fr,1,2,1,SPAA_17_015
"Francalanza, Adrian",@um.edu.mt,0,0,1,OOPSLA_17_025
"Franceschetti, Massimo",@ece.ucsd.edu,0,0,1,PODC_17_035
"Franceschinis, Giuliana",@prof.saocamilo-sp.br,0,1,0,
"Franchetti, Franz",@ece.cmu.edu,0,2,0,
"Francillon, Aurélien",@eurecom.fr,0,2,0,
"Francis, Nadime",,0,0,1,PODS_17_021
"Franco, Daniel",,0,0,1,EuroPar_17_039
"Franco, Juliana",@imperial.ac.uk,0,0,1,OOPSLA_17_035
"Franke, Bjoern",@inf.ed.ac.uk,0,0,1,ISPASS_17_008
"Franklin, Diana",@cs.ucsb.edu,0,0,1,MICRO_17_054
"Franklin, Michael J.",@uchicago.edu,0,0,3,"NSDI_17_035,HPDC_17_012,SOSP_17_023"
"Franz, Michael",,0,1,2,"NDSS_17_062,EuroSys_17_002"
"Frassetto, Tommaso",@trust.tu-darmstadt.de,0,0,1,CCS_17_149
"Fratantonio, Yanick",@eurecom.fr,0,0,2,"NDSS_17_035,SP_17_008"
"Fratin, Vinícius",,0,0,1,HPCA_17_044
"Fredin, Jerry",,0,0,1,FAST_17_022
"Fredrikson, Matthew",@cs.cmu.edu,0,3,2,"SP_17_057,CCS_17_074"
"Freedman, Michael J.",@cs.princeton.edu,0,0,4,"NSDI_17_003,NSDI_17_022,ATC_17_038,SOCC_17_029"
"Freedman, Ofer",,0,0,1,PODC_17_018
"Freire, Juliana",@nyu.edu,0,1,0,
"Freitag, Felix",@ac.upc.edu,0,0,1,CCGrid_17_047
"Frenkel, Marcus",,0,0,1,SLE_17_020
"Freund, Stephen",@cs.williams.edu,0,1,1,PLDI_17_007
"Freund, Yoav",@eng.ucsd.edu,0,1,0,
"Frey, Steffen",@visus.uni-stuttgart.de,0,1,0,
"Fried, Joshua",@cis.upenn.edu,0,0,1,NDSS_17_024
"Friedman, Michal",,0,0,1,OOPSLA_17_017
"Friedman, Roy",MISSING,0,0,1,SIGCOMM_17_011
"Friedrich, Jan",,0,0,1,HPCC_17_050
"Friese, Ryan",@pnnl.gov,0,3,1,IPDPS_17_032
"Friesen, Brian",,0,0,1,SC_17_014
"Frings, Roy",,0,0,1,ISC_17_001
"Frings, Wolfgang",,0,1,0,
"Fritchie, Scott",,0,0,1,NSDI_17_003
"Froening, Holger",@ziti.uni-heidelberg.de,0,1,0,
"Frontiere, Nicholas",,0,0,1,HiPC_17_023
"Froyd, Nathan",,0,0,1,ATC_17_029
"Fryer, Daniel",,0,0,1,HotStorage_17_002
"Frömmgen, Alexander",@dvs.tu-darmstadt.de,0,0,1,Middleware_17_005
"Fröning, Holger",@ziti.uni-heidelberg.de,0,2,2,"IPDPS_17_084,ISC_17_012"
"Fu, Binzhang",@fu-berlin.de,0,0,1,ISCA_17_053
"Fu, Bo",@purdue.edu,0,0,1,SOCC_17_022
"Fu, Cheng",,0,0,1,ISCA_17_005
"Fu, Hao",@mail.ustc.edu.cn,0,0,1,ICDM_17_016
"Fu, Haohuan",@tsinghua.edu.cn,0,1,2,"IPDPS_17_053,IPDPS_17_061"
"Fu, Huansong",@cs.fsu.edu,0,0,1,CCGrid_17_056
"Fu, Kaibo",,0,0,1,MobiCom_17_029
"Fu, Qiang",@microsoft.com,0,0,1,SOCC_17_013
"Fu, Sheng-Yu",@csie.ntu.edu.tw,0,0,1,PACT_17_024
"Fu, Song",@unt.edu,0,1,0,
"Fu, Tom Z. J.",@adsc.com.sg,0,0,1,HPDC_17_002
"Fu, Xiang",@tudelft.nl,0,0,1,MICRO_17_061
"Fu, Xiaoming",@cs.uni-goettingen.de,0,0,3,"CCGrid_17_010,CCGrid_17_017,SIGCOMM_17_035"
"Fu, Xin",,0,0,1,HPCA_17_049
"Fu, Yanjie",@mst.edu,0,0,4,"ICDM_17_044,KDD_17_010,KDD_17_034,KDD_17_044"
"Fu, Yun",@neu.edu,0,1,0,
"Fu, Zhoulai",@ucdavis.edu,0,0,1,PLDI_17_004
"Fucai, Chen",,0,0,1,HPCC_17_055
"Fuentes, Pablo",@unican.es,0,0,1,IPDPS_17_083
"Fuerlinger, Karl",@nm.ifi.lmu.de,0,1,0,
"Fuhr, Norbert",@uni-due.de,0,1,0,
"Fuhry, Pavid",@cse.ohio-state.edu,0,1,0,
"Fujiki, Daichi",,0,0,1,HPCA_17_035
"Fujita, Hajime",@nifty.com,0,0,1,SC_17_057
"Fujita, Sumio",,0,0,1,SIGMOD_17_084
"Fujiwara, Ikki",@nict.go.jp,0,0,2,"HPCA_17_035,Cluster_17_018"
"Fujiwara, Yasuhiro",,0,0,1,SIGMOD_17_060
"Fukuda, Kensuke",@nii.ac.jp,0,1,0,
"Fukumoto, Naoto",@jp.fujitsu.com,0,0,1,SYSTOR_17_010
"Fuller, Benjamin",@uconn.edu,0,0,1,SP_17_043
"Fumero, Juan",@ed.ac.uk,0,0,1,VEE_17_005
"Fung, Benjamin C. M.",@mcgill.ca,0,1,0,
"Furukawa, Jun",,0,0,1,SP_17_034
"Fusella, Edoardo",@unina.it,0,1,0,
"Futamura, Yasunori",@cs.tsukuba.ac.jp,0,0,1,SC_17_041
"Förster, Klaus-Tycho",@cs.aau.dk,0,0,1,SIGCOMM_17_036
"Füracker, Ludwig",,0,0,1,ATC_17_040
"Fürnkranz, Johannes",@ke.informatik.tu-darmstadt.de,0,1,0,
"G., Uma Maheswara Rao",,0,0,1,SOCC_17_022
"Gabriel, Alice-Agnes",@geophysik.uni-muenchen.de,0,0,1,SC_17_016
"Gabriel, Edgar",@cs.uh.edu,0,1,0,
"Gabrilovich, Evgeniy",@google.com,0,1,0,
"Gadepally, Vijay",,0,0,2,"CIDR_17_013,SP_17_043"
"Gaertner, Thomas",@nottingham.ac.uk,0,1,0,
"Gaetano, Francesco",,0,0,1,CCGrid_17_022
"Gailly, Nicolas",@epfl.ch,0,0,1,SP_17_037
"Gainaru, Ana",@vanderbilt.edu,0,1,0,
"Gaither, Kelly",@tacc.utexas.edu,0,1,0,
"Gajbe, Manisha",@ncsa.illinois.edu,0,2,0,
"Galanis, Leonidas",,0,0,1,CIDR_17_030
"Galbrun, Esther",,0,1,0,
"Galea, Salvator",@cl.cam.ac.uk,0,0,1,ATC_17_035
"Galhotra, Sainyam",@cs.umass.edu,0,0,1,SIGMOD_17_006
"Galisteo, Ander",@imdea.org,0,0,1,CoNEXT_17_009
"Gall, Francois Le",@is.s.u-tokyo.ac.jp,0,0,1,PODC_17_033
"Gallagher, Luke",MISSING,0,0,1,SIGIR_17_045
"Gallinari, Patrick",@lip6.fr,0,1,1,ICDM_17_052
"Galon, Shay",,0,0,1,IISWC_17_019
"Galstyan, Aram",@isi.edu,0,1,0,
"Gama, Joao",@fep.up.pt,0,2,0,
"Gamblin, Todd",@llnl.gov,0,2,6,"IPDPS_17_031,IPDPS_17_037,IPDPS_17_044,SC_17_028,SC_17_033,SC_17_044"
"Gamero-Garrido, Alexander",@eng.ucsd.edu,0,0,1,CCS_17_094
"Gams, Matjaz",@ijs.si,0,1,0,
"Gan, Edward",,0,0,3,"CIDR_17_004,SIGMOD_17_010,SIGMOD_17_074"
"Gan, Junhao",@uq.edu.au,0,0,1,SIGMOD_17_089
"Gan, Lin",,0,0,1,IPDPS_17_053
"Gan, Qingtian",,0,0,1,HPCC_17_069
"Gan, Ze",,0,0,1,ATC_17_036
"Ganapathi, Pramod",,0,0,1,SPAA_17_030
"Gandhi, Anshul",@cs.stonybrook.edu,0,1,4,"SIGMETRICS_17_027,MASCOTS_17_019,IGSC_17_023,ICAC_17_001"
"Gandhi, Jayneel",@cs.wisc.edu,0,0,1,MICRO_17_013
"Gandhi, Rohan",@purdue.edu,0,0,1,CoNEXT_17_019
"Ganesan, Aishwarya",@cs.wisc.edu,0,0,1,FAST_17_011
"Ganesan, Deepak",@cs.umass.edu,0,1,0,
"Ganesan, Pradeep",,0,0,1,SOCC_17_039
"Ganesh, Kalidas",,0,0,1,HotStorage_17_010
"Ganesh, Lakshmi",@fb.com,0,1,0,
"Ganesh, Sachandhan",@purdue.edu,0,0,1,Middleware_17_017
"Gangadhar, Vinay",@cs.wisc.edu,0,0,1,ISCA_17_032
"Gangadharaiah, Akshatha",,0,0,1,SOSP_17_029
"Ganger, Gregory R.",@ece.cmu.edu,0,0,4,"NSDI_17_036,EuroSys_17_006,SIGMOD_17_020,ISCA_17_047"
"Ganguly, Amlan",@rit.edu,0,1,1,IGSC_17_005
"Ganguly, Debasis",@computing.dcu.ie,0,1,0,
"Ganjali, Yashar",@cs.toronto.edu,0,0,1,SIGCOMM_17_015
"Gao, Bin",@microsoft.com,0,2,0,
"Gao, Byron",@txstate.edu,0,1,0,
"Gao, Cao",@umich.edu,0,0,1,ASPLOS_17_042
"Gao, Edison",,0,0,1,SOSP_17_003
"Gao, Guang R.",@capsl.udel.edu,0,0,1,IPDPS_17_079
"Gao, Jianxi",@neu.edu,0,0,1,KDD_17_058
"Gao, Jing",@buffalo.edu,0,3,2,"ICDM_17_022,KDD_17_028"
"Gao, Lixin",@ecs.umass.edu,0,2,1,SOCC_17_001
"Gao, Mingyu",@stanford.edu,0,0,1,ASPLOS_17_051
"Gao, Tao",@nudt.edu.cn,0,0,1,IPDPS_17_108
"Gao, Yangyang",,0,0,1,HPCC_17_073
"Gao, Yi",@zju.edu.cn,0,0,1,MobiCom_17_029
"Gao, Yifeng",@gmu.edu,0,0,1,ICDM_17_069
"Gao, Zekai",@rice.edu,0,0,1,SIGMOD_17_019
"Garay, Juan",@TAMU.EDU,0,0,1,CCS_17_018
"Garbinato, Benoît",@unil.ch,0,0,1,HPCC_17_035
"Garcia, David",@ethz.ch,0,1,0,
"Garcia, Luis",@rutgers.edu,0,0,1,NDSS_17_055
"Garcia, Pedro Javier",@uclm.es,0,2,0,
"Garcia-Arellano, Christian",@ca.ibm.com,0,0,1,CIDR_17_002
"Garcia-Blas, Javier",@inf.uc3m.es,1,0,0,
"Garcia-Flores, Victor",@ac.upc.edu,0,0,2,"ISPASS_17_018,ICPP_17_013"
"Garcia-Molina, Hector",@cs.stanford.edu,0,0,3,"SIGMOD_17_013,SIGMOD_17_033,SIGMOD_17_094"
"García-López, Pedro",@ugr.es,0,0,1,FAST_17_017
"Garcı́A-López, Pedro",,0,0,1,Middleware_17_006
"Gardner, Kristy",,0,1,0,
"Garfinkel, Simson",@acm.org,0,0,1,SP_17_010
"Garfinkel, Tal",,0,0,1,ASPLOS_17_047
"Garg, Anshuj",,0,0,1,VEE_17_004
"Garg, Deepak",@mpi-sws.org,0,0,1,OOPSLA_17_043
"Garg, Vijay K.",@ece.utexas.edu,0,0,1,IPDPS_17_091
"Garlan, David",@cs.cmu.edu,0,1,0,
"Garland, Michael",@nvidia.com,0,1,0,
"Garncarek, Paweł",,0,0,1,IPDPS_17_035
"Garofalakis, Minos",@softnet.tuc.gr,0,1,0,
"Garside, Jim",,0,0,2,"VEE_17_014,PLDI_17_028"
"Garzarán, María Jesús",@uiuc.edu,0,4,1,ISCA_17_038
"Gasieniec, Leszek",@liverpool.ac.uk,0,1,0,
"Gaspary, Luciano Paschoal",@inf.ufrgs.br,0,0,1,EuroPar_17_043
"Gasser, Linus",,0,0,1,SP_17_037
"Gasser, Oliver",@net.in.tum.de,0,0,1,IMC_17_019
"Gast, Nicolas",@inria.fr,0,1,1,SIGMETRICS_17_011
"Gatla, Om Rameshwar",@nmsu.edu,0,0,1,HotStorage_17_007
"Gatterbauer, Wolfgang",@cmu.edu,0,2,1,SIGMOD_17_065
"Gaur, Jayesh",,0,0,1,HPCA_17_002
"Gaussier, Eric",@imag.fr,0,1,0,
"Gavrilovska, Ada",@cc.gatech.edu,0,6,1,ISCA_17_040
"Gawali, Devidas",@cse.iitb.ac.in,0,0,1,ICPE_17_010
"Gawlick, Dieter",,0,0,1,CIDR_17_007
"Gawrychowski, Pawel",@cs.uni.wroc.pl,0,0,1,PODC_17_018
"Gay, Romain",@di.ens.fr,0,0,1,CCS_17_041
"Gazzillo, Paul",@yale.edu,0,0,2,"PODC_17_027,PLDI_17_001"
"Ge, Hancheng",@neo.tamu.edu,0,0,2,"KDD_17_039,SIGIR_17_074"
"Ge, Huangyi",@purdue.edu,0,0,1,SP_17_048
"Ge, Rong",@clemson.edu,0,2,3,"CCGrid_17_040,ICPP_17_060,Cluster_17_057"
"Ge, Tingjian",,0,1,0,
"Ge, Xinyang",@microsoft.com,0,1,3,"NDSS_17_063,ASPLOS_17_040,SOSP_17_035"
"Ge, Yong",@uncc.edu,0,1,2,"KDD_17_016,KDD_17_043"
"Geambasu, Roxana",,0,3,1,SP_17_036
"Gebremedhin, Assefaw",@eecs.wsu.edu,0,1,0,
"Geda, Robel",,0,0,1,SIGMETRICS_17_005
"Geerts, Floris",@ua.ac.be,1,0,0,
"Geffen, Jacob Van",,0,0,1,PLDI_17_012
"Gehr, Timon",@inf.ethz.ch,0,0,1,CCS_17_025
"Gehrke, Johannes",@microsoft.com,0,1,2,"CIDR_17_032,ASPLOS_17_053"
"Geijn, Robert Van De",@cs.utexas.edu,0,0,1,IPDPS_17_065
"Geimer, Markus",,0,2,0,
"Gelado, Isaac",@nvidia.com,0,1,1,MICRO_17_009
"Gelb, Ben",,0,0,1,ISCA_17_001
"Gelenbe, Erol",@imperial.ac.uk,0,1,0,
"Gelernter, Nethanel",,0,0,1,SP_17_051
"Geltz, Brad",,0,0,1,ISC_17_021
"Gember-Jacobson, Aaron",@cs.wisc.edu,0,0,1,SOSP_17_022
"Gemulla, Rainer",@uni-mannheim.de,0,1,0,
"Geng, Zhifeng",,0,0,1,SP_17_019
"Genkin, Daniel",@cis.upenn.edu,0,1,2,"SP_17_060,CCS_17_052"
